dictionary_id,dataset_id,file_pattern,file_role,format,object_or_sheet,variable_name_or_pattern,description,data_type,unit_or_scale,allowed_values_or_range,missing_value_convention,spatial_support,temporal_support,source_or_provenance,source_url,generated_by,used_by,notes,verification_status
D0070,LME_CITY3_RDS,Output/Intermediate/LME/lme_city3_annual_1368_1911.rds,generated intermediate,RDS,named list component,"annual_kelvin[city,year,member]",Spatially interpolated annual LME temperature array.,numeric array,Kelvin,,No missing values expected,three nominal GHCN station coordinates,1368–1911; 13 members,Derived from CESM LME,https://www.cesm.ucar.edu/community-projects/lme,Code/DataPreparation/prepare_lme_annual.R,city-specific analyses,,verified from current scripts
D0071,LME_CITY3_LONG,Output/Intermediate/LME/lme_city3_annual_1368_1911.csv OR Data/LME data/precomputed/lme_city3_annual_1368_1911.csv,generated/precomputed intermediate,CSV,,city,City identifier.,character,none,Beijing; Shanghai; HongKong,No missing values expected,nominal GHCN station coordinate,time-invariant label,Derived from CESM LME,https://www.cesm.ucar.edu/community-projects/lme,Code/DataPreparation/prepare_lme_annual.R,Prior.R; Figure7-8.R; Figure9d.R,,verified from current scripts
D0072,LME_CITY3_LONG,Output/Intermediate/LME/lme_city3_annual_1368_1911.csv OR Data/LME data/precomputed/lme_city3_annual_1368_1911.csv,generated/precomputed intermediate,CSV,,long,Target longitude.,numeric,decimal degrees east,,No missing values expected,nominal GHCN station coordinate,time-invariant,Derived from CESM LME,https://www.cesm.ucar.edu/community-projects/lme,Code/DataPreparation/prepare_lme_annual.R,Prior.R; Figure7-8.R; Figure9d.R,,verified from current scripts
D0073,LME_CITY3_LONG,Output/Intermediate/LME/lme_city3_annual_1368_1911.csv OR Data/LME data/precomputed/lme_city3_annual_1368_1911.csv,generated/precomputed intermediate,CSV,,lati,Target latitude.,numeric,decimal degrees north,,No missing values expected,nominal GHCN station coordinate,time-invariant,Derived from CESM LME,https://www.cesm.ucar.edu/community-projects/lme,Code/DataPreparation/prepare_lme_annual.R,Prior.R; Figure7-8.R; Figure9d.R,,verified from current scripts
D0074,LME_CITY3_LONG,Output/Intermediate/LME/lme_city3_annual_1368_1911.csv OR Data/LME data/precomputed/lme_city3_annual_1368_1911.csv,generated/precomputed intermediate,CSV,,member,LME ensemble-member identifier.,character,none,a1–a13,No missing values expected,city location,member,Derived from CESM LME,https://www.cesm.ucar.edu/community-projects/lme,Code/DataPreparation/prepare_lme_annual.R,Prior.R; Figure7-8.R; Figure9d.R,,verified from current scripts
D0075,LME_CITY3_LONG,Output/Intermediate/LME/lme_city3_annual_1368_1911.csv OR Data/LME data/precomputed/lme_city3_annual_1368_1911.csv,generated/precomputed intermediate,CSV,,year,Calendar year.,integer,Common Era year,1368–1911,No missing values expected,city location,annual,Derived from CESM LME,https://www.cesm.ucar.edu/community-projects/lme,Code/DataPreparation/prepare_lme_annual.R,Prior.R; Figure7-8.R; Figure9d.R,,verified from current scripts
D0076,LME_CITY3_LONG,Output/Intermediate/LME/lme_city3_annual_1368_1911.csv OR Data/LME data/precomputed/lme_city3_annual_1368_1911.csv,generated/precomputed intermediate,CSV,,temperature_kelvin,Interpolated annual LME member temperature.,numeric,Kelvin,,No missing values expected,city location,annual by member,Derived from CESM LME,https://www.cesm.ucar.edu/community-projects/lme,Code/DataPreparation/prepare_lme_annual.R,Prior.R; Figure7-8.R; Figure9d.R,,verified from current scripts
D0077,LME_CITY3_MEAN,Output/Intermediate/LME/lme_city3_ensemble_mean_1368_1911.csv,generated intermediate,CSV,,city,City identifier.,character,none,Beijing; Shanghai; HongKong,No missing values expected,nominal GHCN station coordinate,annual,Derived from CESM LME,https://www.cesm.ucar.edu/community-projects/lme,Code/DataPreparation/prepare_lme_annual.R,diagnostics and plotting,,verified from current scripts
D0078,LME_CITY3_MEAN,Output/Intermediate/LME/lme_city3_ensemble_mean_1368_1911.csv,generated intermediate,CSV,,long,Target longitude.,numeric,decimal degrees east,,No missing values expected,nominal GHCN station coordinate,annual,Derived from CESM LME,https://www.cesm.ucar.edu/community-projects/lme,Code/DataPreparation/prepare_lme_annual.R,diagnostics and plotting,,verified from current scripts
D0079,LME_CITY3_MEAN,Output/Intermediate/LME/lme_city3_ensemble_mean_1368_1911.csv,generated intermediate,CSV,,lati,Target latitude.,numeric,decimal degrees north,,No missing values expected,nominal GHCN station coordinate,annual,Derived from CESM LME,https://www.cesm.ucar.edu/community-projects/lme,Code/DataPreparation/prepare_lme_annual.R,diagnostics and plotting,,verified from current scripts
D0080,LME_CITY3_MEAN,Output/Intermediate/LME/lme_city3_ensemble_mean_1368_1911.csv,generated intermediate,CSV,,year,Calendar year.,integer,Common Era year,1368–1911,No missing values expected,nominal GHCN station coordinate,annual,Derived from CESM LME,https://www.cesm.ucar.edu/community-projects/lme,Code/DataPreparation/prepare_lme_annual.R,diagnostics and plotting,,verified from current scripts
D0081,LME_CITY3_MEAN,Output/Intermediate/LME/lme_city3_ensemble_mean_1368_1911.csv,generated intermediate,CSV,,ensemble_mean_kelvin,Across-member annual LME ensemble mean.,numeric,Kelvin,,No missing values expected,nominal GHCN station coordinate,annual,Derived from CESM LME,https://www.cesm.ucar.edu/community-projects/lme,Code/DataPreparation/prepare_lme_annual.R,diagnostics and plotting,,verified from current scripts
D0082,LME_CITY3_DIAGNOSTICS,Output/Intermediate/LME/lme_city3_interpolation_diagnostics.csv,generated diagnostic,CSV,,basis_dimension,Thin-plate spline basis dimension.,integer,basis functions,,,three target points,analysis-wide,Derived from CESM LME,https://www.cesm.ucar.edu/community-projects/lme,Code/DataPreparation/prepare_lme_annual.R,workflow diagnostics,,verified from current scripts
D0083,LME_CITY3_DIAGNOSTICS,Output/Intermediate/LME/lme_city3_interpolation_diagnostics.csv,generated diagnostic,CSV,,fixed_smoothing_parameter,Fixed spline smoothing parameter.,numeric,none,,,three target points,analysis-wide,Derived from CESM LME,https://www.cesm.ucar.edu/community-projects/lme,Code/DataPreparation/prepare_lme_annual.R,workflow diagnostics,,verified from current scripts
D0084,LME_CITY3_DIAGNOSTICS,Output/Intermediate/LME/lme_city3_interpolation_diagnostics.csv,generated diagnostic,CSV,,reciprocal_condition_number,Reciprocal condition number of the reusable interpolation system.,numeric,none,,,three target points,analysis-wide,Derived from CESM LME,https://www.cesm.ucar.edu/community-projects/lme,Code/DataPreparation/prepare_lme_annual.R,workflow diagnostics,,verified from current scripts
D0085,LME_CITY3_DIAGNOSTICS,Output/Intermediate/LME/lme_city3_interpolation_diagnostics.csv,generated diagnostic,CSV,,validation_member,Member used for direct-versus-operator validation.,character,none,,,three target points,analysis-wide,Derived from CESM LME,https://www.cesm.ucar.edu/community-projects/lme,Code/DataPreparation/prepare_lme_annual.R,workflow diagnostics,,verified from current scripts
D0086,LME_CITY3_DIAGNOSTICS,Output/Intermediate/LME/lme_city3_interpolation_diagnostics.csv,generated diagnostic,CSV,,validation_year,Year used for interpolation validation.,integer,Common Era year,,,three target points,analysis-wide,Derived from CESM LME,https://www.cesm.ucar.edu/community-projects/lme,Code/DataPreparation/prepare_lme_annual.R,workflow diagnostics,,verified from current scripts
D0087,LME_CITY3_DIAGNOSTICS,Output/Intermediate/LME/lme_city3_interpolation_diagnostics.csv,generated diagnostic,CSV,,maximum_validation_difference,Maximum absolute difference between direct mgcv prediction and reusable interpolation operator.,numeric,Kelvin,,,three target points,analysis-wide,Derived from CESM LME,https://www.cesm.ucar.edu/community-projects/lme,Code/DataPreparation/prepare_lme_annual.R,workflow diagnostics,,verified from current scripts
D0088,LME_CITY3_DIAGNOSTICS,Output/Intermediate/LME/lme_city3_interpolation_diagnostics.csv,generated diagnostic,CSV,,minimum_city_kelvin,Minimum interpolated city temperature.,numeric,Kelvin,,,three target points,analysis-wide,Derived from CESM LME,https://www.cesm.ucar.edu/community-projects/lme,Code/DataPreparation/prepare_lme_annual.R,workflow diagnostics,,verified from current scripts
D0089,LME_CITY3_DIAGNOSTICS,Output/Intermediate/LME/lme_city3_interpolation_diagnostics.csv,generated diagnostic,CSV,,maximum_city_kelvin,Maximum interpolated city temperature.,numeric,Kelvin,,,three target points,analysis-wide,Derived from CESM LME,https://www.cesm.ucar.edu/community-projects/lme,Code/DataPreparation/prepare_lme_annual.R,workflow diagnostics,,verified from current scripts
D0090,REACHES_GRID_MEAN,Output/Intermediate/REACHES/reaches_kriging_grid53x49_mean.csv.gz,generated intermediate,CSV.GZ,,long,Longitude of the regular prediction-grid location.,numeric,decimal degrees east,,,53 × 49 regular prediction grid,time-invariant,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Get_tempe_all_data.R,spatial diagnostics and archival output,,verified from current scripts
D0091,REACHES_GRID_MEAN,Output/Intermediate/REACHES/reaches_kriging_grid53x49_mean.csv.gz,generated intermediate,CSV.GZ,,lat,Latitude of the regular prediction-grid location.,numeric,decimal degrees north,,,53 × 49 regular prediction grid,time-invariant,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Get_tempe_all_data.R,spatial diagnostics and archival output,,verified from current scripts
D0092,REACHES_GRID_MEAN,Output/Intermediate/REACHES/reaches_kriging_grid53x49_mean.csv.gz,generated intermediate,CSV.GZ,,YYYY,Kriging prediction mean for REACHES event year YYYY.,numeric,documentary index units,,No value for non-event years because only event-year columns are stored,53 × 49 regular prediction grid,REACHES event years within 1368–1911,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Get_tempe_all_data.R,spatial diagnostics and archival output,Column names are calendar years; downstream import may standardize them to xYYYY.,verified from current scripts
D0093,REACHES_GRID_VARIANCE,Output/Intermediate/REACHES/reaches_kriging_grid53x49_variance.csv.gz,generated intermediate,CSV.GZ,,long,Longitude of the regular prediction-grid location.,numeric,decimal degrees east,,,53 × 49 regular prediction grid,time-invariant,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Get_tempe_all_data.R,spatial diagnostics and archival output,,verified from current scripts
D0094,REACHES_GRID_VARIANCE,Output/Intermediate/REACHES/reaches_kriging_grid53x49_variance.csv.gz,generated intermediate,CSV.GZ,,lat,Latitude of the regular prediction-grid location.,numeric,decimal degrees north,,,53 × 49 regular prediction grid,time-invariant,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Get_tempe_all_data.R,spatial diagnostics and archival output,,verified from current scripts
D0095,REACHES_GRID_VARIANCE,Output/Intermediate/REACHES/reaches_kriging_grid53x49_variance.csv.gz,generated intermediate,CSV.GZ,,YYYY,Kriging prediction variance / MSPE for REACHES event year YYYY.,numeric,documentary index squared,,No value for non-event years because only event-year columns are stored,53 × 49 regular prediction grid,REACHES event years within 1368–1911,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Get_tempe_all_data.R,spatial diagnostics and archival output,Column names are calendar years; downstream import may standardize them to xYYYY.,verified from current scripts
D0096,REACHES_LME_GRID_MEAN,Output/Intermediate/REACHES/reaches_kriging_lme_grid_mean.csv OR Data/REACHES/precomputed/reaches_kriging_lme_grid_mean.csv,generated/precomputed intermediate,CSV,,location_id,Native LME grid location identifier.,integer,none,,No value for non-event-year columns because those columns are absent,native LME grid point,time-invariant,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Get_tempe_all_data.R,Figure6.R; Figure7e.R; Assimilation_grid.R; FigureS5.R,,verified from current scripts
D0097,REACHES_LME_GRID_MEAN,Output/Intermediate/REACHES/reaches_kriging_lme_grid_mean.csv OR Data/REACHES/precomputed/reaches_kriging_lme_grid_mean.csv,generated/precomputed intermediate,CSV,,lati,Latitude of native LME grid point.,numeric,decimal degrees north,,No value for non-event-year columns because those columns are absent,native LME grid point,time-invariant,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Get_tempe_all_data.R,Figure6.R; Figure7e.R; Assimilation_grid.R; FigureS5.R,,verified from current scripts
D0098,REACHES_LME_GRID_MEAN,Output/Intermediate/REACHES/reaches_kriging_lme_grid_mean.csv OR Data/REACHES/precomputed/reaches_kriging_lme_grid_mean.csv,generated/precomputed intermediate,CSV,,long,Longitude of native LME grid point.,numeric,decimal degrees east,,No value for non-event-year columns because those columns are absent,native LME grid point,time-invariant,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Get_tempe_all_data.R,Figure6.R; Figure7e.R; Assimilation_grid.R; FigureS5.R,,verified from current scripts
D0099,REACHES_LME_GRID_MEAN,Output/Intermediate/REACHES/reaches_kriging_lme_grid_mean.csv OR Data/REACHES/precomputed/reaches_kriging_lme_grid_mean.csv,generated/precomputed intermediate,CSV,,xYYYY,Kriging prediction mean for REACHES event year YYYY.,numeric,documentary index units,,No value for non-event-year columns because those columns are absent,native LME grid point,REACHES event years within 1368–1911,Derived from REACHES,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Get_tempe_all_data.R,Figure6.R; Figure7e.R; Assimilation_grid.R; FigureS5.R,,verified from current scripts
